CaseID,Activity,Timestamp
42,Assign seriousness-complete,15441.464837962963
42,Take in charge ticket-complete,15441.465104166668
42,Resolve ticket-complete,15442.313622685186
42,Closed-complete,15472.465543981481
43,Assign seriousness-complete,15132.190891203703
43,Take in charge ticket-complete,15132.19113425926
43,Wait-complete,15163.239560185186
43,Resolve ticket-complete,15167.167083333334
43,Closed-complete,15182.167395833334
44,Assign seriousness-complete,15280.264050925925
44,Take in charge ticket-complete,15280.264363425926
44,Resolve ticket-complete,15280.32616898148
44,Closed-complete,15315.271145833334
45,Assign seriousness-complete,14999.469108796296
45,Take in charge ticket-complete,14999.469421296297
45,Resolve ticket-complete,15019.408819444445
45,Closed-complete,15034.409016203705
46,Resolve ticket-complete,15380.404467592592
46,Closed-complete,15440.272789351851
47,Assign seriousness-complete,14679.552708333333
47,Assign seriousness-complete,14722.1978125
47,Take in charge ticket-complete,14722.197905092593
47,Resolve ticket-complete,14722.197962962962
47,Closed-complete,14737.198159722222
48,Assign seriousness-complete,15349.542777777779
48,Resolve ticket-complete,15349.582037037037
48,Closed-complete,15395.5490625
49,Assign seriousness-complete,15286.304282407407
49,Take in charge ticket-complete,15286.307349537037
49,Resolve ticket-complete,15313.60638888889
49,Closed-complete,15328.606585648147
50,Assign seriousness-complete,14649.27207175926
50,Take in charge ticket-complete,14649.274444444445
50,Wait-complete,14649.274606481482
50,Wait-complete,14649.2753125
50,Take in charge ticket-complete,14659.27199074074
50,Resolve ticket-complete,14659.272222222222
50,Closed-complete,14708.19494212963
51,Assign seriousness-complete,14953.302708333333
51,Take in charge ticket-complete,14953.302974537037
51,Resolve ticket-complete,14953.303171296297
51,Closed-complete,14986.306099537038
52,Assign seriousness-complete,15029.626273148147
52,Take in charge ticket-complete,15029.627604166666
52,Resolve ticket-complete,15037.334872685185
52,Closed-complete,15073.541979166666
53,Assign seriousness-complete,15292.52494212963
53,Take in charge ticket-complete,15295.623958333334
53,Wait-complete,15295.624340277778
53,Resolve ticket-complete,15303.31258101852
53,Take in charge ticket-complete,15306.493460648147
53,Wait-complete,15306.499305555555
53,Resolve ticket-complete,15315.48701388889
53,Closed-complete,15345.597511574075
54,Assign seriousness-complete,14876.20681712963
54,Assign seriousness-complete,14876.447118055556
54,Wait-complete,14876.447824074074
54,Take in charge ticket-complete,14886.325625
54,Resolve ticket-complete,14886.325787037036
54,Closed-complete,14916.409375
55,Assign seriousness-complete,14684.249340277778
55,Take in charge ticket-complete,14685.293090277777
55,Resolve ticket-complete,14685.326284722221
55,Closed-complete,14720.541990740741
56,Assign seriousness-complete,15118.410821759258
56,Take in charge ticket-complete,15118.41119212963
56,Resolve ticket-complete,15118.441793981481
56,Closed-complete,15164.417083333334
57,Assign seriousness-complete,14677.339965277777
57,Take in charge ticket-complete,14677.340092592593
57,Resolve ticket-complete,14686.311064814814
57,Closed-complete,14731.228310185184
58,Assign seriousness-complete,15378.273564814815
58,Take in charge ticket-complete,15378.273703703704
58,Resolve ticket-complete,15378.27400462963
58,Closed-complete,15437.196226851851
59,Assign seriousness-complete,15243.310578703704
59,Take in charge ticket-complete,15246.454537037038
59,Resolve ticket-complete,15247.256516203704
59,Closed-complete,15274.3128125
60,Assign seriousness-complete,15397.60523148148
60,Take in charge ticket-complete,15398.286793981482
60,Resolve ticket-complete,15399.267511574075
60,Resolve ticket-complete,15399.267523148148
60,Closed-complete,15441.528090277778
61,Assign seriousness-complete,15105.303148148148
61,Take in charge ticket-complete,15105.304108796296
61,Resolve ticket-complete,15110.231585648147
61,Closed-complete,15136.305868055555
62,Insert ticket-complete,14778.449479166668
62,Assign seriousness-complete,14778.471006944445
62,Take in charge ticket-complete,14789.191516203704
62,Resolve ticket-complete,14789.231331018518
62,Closed-complete,14826.451666666666
63,Assign seriousness-complete,15369.298252314815
63,Take in charge ticket-complete,15369.298576388888
63,Resolve ticket-complete,15370.258402777778
63,Closed-complete,15415.300127314815
64,Assign seriousness-complete,14767.188125
64,Assign seriousness-complete,14767.200810185184
64,Take in charge ticket-complete,14767.511620370371
64,Wait-complete,14768.317696759259
64,Take in charge ticket-complete,14769.179224537036
64,Create SW anomaly-complete,14769.17949074074
64,Resolve ticket-complete,14776.26605324074
64,Closed-complete,14806.266354166666
65,Assign seriousness-complete,15001.274293981482
65,Take in charge ticket-complete,15001.314351851852
65,Resolve ticket-complete,15001.315555555555
65,Closed-complete,15038.279583333333
66,Assign seriousness-complete,14986.394629629629
66,Take in charge ticket-complete,14998.306550925927
66,Resolve ticket-complete,15000.258784722222
66,Closed-complete,15030.259050925926
67,Assign seriousness-complete,14876.524664351851
67,Take in charge ticket-complete,14879.258194444445
67,Wait-complete,14880.230335648148
67,Take in charge ticket-complete,14921.315
67,Resolve ticket-complete,14921.315243055555
67,Closed-complete,14936.315381944445
68,Assign seriousness-complete,14959.314861111112
68,Take in charge ticket-complete,14959.319733796296
68,Resolve ticket-complete,14959.578356481481
68,Closed-complete,15018.319861111111
69,Assign seriousness-complete,14789.458888888888
69,Take in charge ticket-complete,14789.511412037036
69,Resolve ticket-complete,14790.211851851851
69,Take in charge ticket-complete,14790.471527777778
69,Wait-complete,14791.250034722223
69,Take in charge ticket-complete,14792.463402777777
69,Resolve ticket-complete,14792.46449074074
69,Closed-complete,14826.465555555556
70,Assign seriousness-complete,15253.202025462962
70,Take in charge ticket-complete,15254.460960648148
70,Resolve ticket-complete,15261.489259259259
70,Closed-complete,15286.291898148149
71,Insert ticket-complete,14735.535972222222
71,Assign seriousness-complete,14753.3078125
71,Take in charge ticket-complete,14754.450277777778
71,Resolve ticket-complete,14754.466296296296
71,Closed-complete,14769.466423611111
72,Assign seriousness-complete,15072.418090277777
72,Take in charge ticket-complete,15072.41849537037
72,Resolve ticket-complete,15072.421643518519
72,Closed-complete,15124.42451388889
73,Assign seriousness-complete,15040.376666666667
73,Take in charge ticket-complete,15040.376863425927
73,Resolve ticket-complete,15040.468298611111
73,Closed-complete,15077.298912037037
74,Assign seriousness-complete,15313.515474537036
74,Take in charge ticket-complete,15313.540925925927
74,Resolve ticket-complete,15321.30699074074
74,Closed-complete,15372.521354166667
75,Assign seriousness-complete,15454.463229166666
75,Take in charge ticket-complete,15468.328541666666
75,Wait-complete,15468.396875
75,Resolve ticket-complete,15468.461423611112
75,Closed-complete,15485.529016203704
76,Assign seriousness-complete,15014.478449074075
76,Take in charge ticket-complete,15014.514606481482
76,Resolve ticket-complete,15014.51511574074
76,Closed-complete,15066.46894675926
77,Assign seriousness-complete,15019.557731481482
77,Take in charge ticket-complete,15020.387337962962
77,Resolve ticket-complete,15020.411655092592
77,Closed-complete,15063.47954861111
78,Assign seriousness-complete,15100.189664351852
78,Take in charge ticket-complete,15100.190034722222
78,Wait-complete,15100.413773148148
78,Take in charge ticket-complete,15106.448414351851
78,Resolve ticket-complete,15106.448541666667
78,Closed-complete,15144.22962962963
79,Assign seriousness-complete,14840.283900462962
79,Take in charge ticket-complete,14840.284594907407
79,Wait-complete,14840.296701388888
79,Take in charge ticket-complete,14865.218993055556
79,Resolve ticket-complete,14865.2428125
79,Closed-complete,14880.243043981482
80,Assign seriousness-complete,14680.311678240741
80,Take in charge ticket-complete,14680.311805555555
80,Resolve ticket-complete,14680.31767361111
80,Closed-complete,14713.229814814815
81,Assign seriousness-complete,15306.257256944444
81,Resolve ticket-complete,15306.32429398148
81,Resolve ticket-complete,15306.32429398148
81,Closed-complete,15339.264444444445
82,Insert ticket-complete,14707.248645833333
82,Assign seriousness-complete,14707.250752314814
82,Take in charge ticket-complete,14707.250821759259
82,Resolve ticket-complete,14707.250914351851
82,Closed-complete,14740.250277777777
82,Closed-complete,14740.250277777777
83,Assign seriousness-complete,15000.392337962963
83,Assign seriousness-complete,15000.41662037037
83,Take in charge ticket-complete,15000.41670138889
83,Resolve ticket-complete,15002.520335648149
83,Closed-complete,15044.396226851852
84,Assign seriousness-complete,15083.488020833332
84,Take in charge ticket-complete,15083.489872685184
84,Resolve ticket-complete,15083.490069444444
84,Closed-complete,15127.493252314815
85,Assign seriousness-complete,15013.41505787037
85,Take in charge ticket-complete,15013.415289351851
85,Wait-complete,15015.269097222223
85,Take in charge ticket-complete,15019.417488425926
85,Resolve ticket-complete,15019.418738425926
85,Take in charge ticket-complete,15036.324039351852
85,Resolve ticket-complete,15036.503807870371
85,Closed-complete,15066.46894675926
86,Assign seriousness-complete,15191.41681712963
86,Take in charge ticket-complete,15197.313043981481
86,Wait-complete,15198.446469907407
86,Resolve ticket-complete,15205.392789351852
86,Closed-complete,15224.42425925926
87,Assign seriousness-complete,15401.301226851852
87,Take in charge ticket-complete,15401.301342592593
87,Resolve ticket-complete,15401.3153125
87,Closed-complete,15436.2228125
88,Assign seriousness-complete,14718.197581018518
88,Take in charge ticket-complete,14718.260648148149
88,Resolve ticket-complete,14718.268113425926
88,Closed-complete,14755.201851851853
89,Assign seriousness-complete,14986.360787037038
89,Take in charge ticket-complete,14986.361064814815
89,Wait-complete,14986.368356481482
89,Take in charge ticket-complete,14986.380451388888
89,Wait-complete,14986.39900462963
89,Take in charge ticket-complete,15000.309189814814
89,Resolve ticket-complete,15000.309768518518
89,Closed-complete,15020.27164351852
90,Assign seriousness-complete,15406.375057870371
90,Take in charge ticket-complete,15407.495555555555
90,Resolve ticket-complete,15408.533622685185
90,Closed-complete,15437.29951388889
91,Assign seriousness-complete,14887.496840277778
91,Take in charge ticket-complete,14887.50636574074
91,Resolve ticket-complete,14887.50670138889
91,Closed-complete,14918.58394675926
92,Assign seriousness-complete,15348.388599537036
92,Take in charge ticket-complete,15348.593356481482
92,Resolve ticket-complete,15348.59366898148
92,Resolve ticket-complete,15348.59366898148
92,Closed-complete,15379.38917824074
93,Assign seriousness-complete,15014.524618055555
93,Take in charge ticket-complete,15014.553020833333
93,Resolve ticket-complete,15014.558842592593
93,Closed-complete,15073.444733796296
94,Insert ticket-complete,15112.235891203703
94,Assign seriousness-complete,15112.235983796296
94,Take in charge ticket-complete,15112.237222222222
94,Wait-complete,15117.51451388889
94,Take in charge ticket-complete,15120.205243055556
94,Resolve ticket-complete,15120.205555555556
94,Closed-complete,15162.298993055556
95,Assign seriousness-complete,14650.351076388888
95,Take in charge ticket-complete,14650.356689814815
95,Resolve ticket-complete,14650.35681712963
95,Closed-complete,14681.354467592593
96,Assign seriousness-complete,14957.597118055555
96,Take in charge ticket-complete,14960.364826388888
96,Wait-complete,14966.559803240742
96,Take in charge ticket-complete,14992.38556712963
96,Resolve ticket-complete,14992.385752314814
96,Closed-complete,15007.385925925926
97,Assign seriousness-complete,15118.175960648148
97,Take in charge ticket-complete,15125.529270833333
97,Resolve ticket-complete,15131.304872685185
97,Closed-complete,15149.18087962963
98,Assign seriousness-complete,14872.539594907408
98,Take in charge ticket-complete,14873.198344907407
98,Resolve ticket-complete,14873.204027777778
98,Closed-complete,14925.625752314814
99,Assign seriousness-complete,15238.175185185186
99,Take in charge ticket-complete,15238.199120370371
99,Resolve ticket-complete,15244.430902777778
99,Closed-complete,15269.181689814815
100,Assign seriousness-complete,15030.371550925925
100,Take in charge ticket-complete,15030.476909722222
100,Resolve ticket-complete,15030.478125
100,Closed-complete,15080.292534722223
101,Assign seriousness-complete,14831.177881944444
101,Take in charge ticket-complete,14833.314988425926
101,Resolve ticket-complete,14834.18380787037
101,Closed-complete,14862.180775462963
102,Assign seriousness-complete,15251.533136574075
102,Assign seriousness-complete,15254.436921296296
102,Resolve ticket-complete,15254.4375
102,Closed-complete,15295.619733796297
103,Assign seriousness-complete,14897.227314814814
103,Take in charge ticket-complete,14909.365625
103,Resolve ticket-complete,14909.365694444445
103,Closed-complete,14941.313159722222
104,Assign seriousness-complete,14880.40556712963
104,Take in charge ticket-complete,14880.407523148147
104,Resolve ticket-complete,14880.46050925926
104,Closed-complete,14917.493935185184
105,Assign seriousness-complete,15352.608599537038
105,Resolve ticket-complete,15352.608900462963
105,Closed-complete,15396.611550925925
106,Assign seriousness-complete,14651.283912037037
106,Take in charge ticket-complete,14663.622546296296
106,Resolve ticket-complete,14663.622638888888
106,Closed-complete,14695.285127314815
107,Assign seriousness-complete,15301.530300925926
107,Take in charge ticket-complete,15303.341886574073
107,Wait-complete,15303.500902777778
107,Resolve ticket-complete,15306.309027777777
107,Resolve ticket-complete,15306.309050925925
107,Closed-complete,15335.340462962962
108,Assign seriousness-complete,15348.33457175926
108,Take in charge ticket-complete,15348.389212962962
108,Resolve ticket-complete,15348.389918981482
108,Closed-complete,15392.340833333334
109,Assign seriousness-complete,15462.538090277778
109,Take in charge ticket-complete,15463.2021875
109,Wait-complete,15463.209270833333
109,Take in charge ticket-complete,15477.199050925927
109,Wait-complete,15477.19945601852
109,Resolve ticket-complete,15478.179826388889
109,Closed-complete,15493.179907407408
110,Assign seriousness-complete,15215.467222222222
110,Assign seriousness-complete,15216.284594907407
110,Take in charge ticket-complete,15216.296238425926
110,Resolve ticket-complete,15217.190798611111
110,Closed-complete,15259.47238425926
111,Assign seriousness-complete,14868.543287037037
111,Take in charge ticket-complete,14873.460555555555
111,Resolve ticket-complete,14879.297847222222
111,Closed-complete,14927.625543981481
112,Assign seriousness-complete,14928.302222222223
112,Assign seriousness-complete,14928.302395833334
112,Take in charge ticket-complete,14929.45695601852
112,Resolve ticket-complete,14929.459189814816
112,Closed-complete,14987.306342592592
113,Assign seriousness-complete,15271.307268518518
113,Take in charge ticket-complete,15281.575208333334
113,Wait-complete,15282.600405092593
113,Resolve ticket-complete,15287.514490740741
113,Closed-complete,15322.319826388888
114,Assign seriousness-complete,14887.19929398148
114,Take in charge ticket-complete,14887.208113425926
114,Resolve ticket-complete,14887.208541666667
114,Closed-complete,14932.292280092594
115,Assign seriousness-complete,15357.25837962963
115,Take in charge ticket-complete,15357.265185185186
115,Resolve ticket-complete,15357.320868055556
115,Closed-complete,15388.265081018519
116,Assign seriousness-complete,15392.534525462963
116,Take in charge ticket-complete,15392.53462962963
116,Resolve ticket-complete,15399.317233796297
116,Closed-complete,15423.534930555556
117,Assign seriousness-complete,15441.43758101852
117,Take in charge ticket-complete,15442.270590277778
117,Resolve ticket-complete,15442.415034722222
117,Closed-complete,15472.444675925926
118,Assign seriousness-complete,15253.307893518519
118,Take in charge ticket-complete,15253.463703703705
118,Resolve ticket-complete,15253.480208333332
118,Closed-complete,15297.39625
119,Assign seriousness-complete,15246.286053240741
119,Resolve ticket-complete,15247.426608796297
119,Closed-complete,15279.375578703704
120,Assign seriousness-complete,14749.23023148148
120,Take in charge ticket-complete,14753.330057870371
120,Resolve ticket-complete,14753.33329861111
120,Closed-complete,14783.236400462964
121,Insert ticket-complete,14748.506122685185
121,Assign seriousness-complete,14749.204016203703
121,Take in charge ticket-complete,14753.177743055556
121,Resolve ticket-complete,14753.179270833334
121,Closed-complete,14785.507291666667
122,Assign seriousness-complete,14915.493043981482
122,Take in charge ticket-complete,14916.504375
122,Wait-complete,14916.504756944445
122,Take in charge ticket-complete,14931.327916666667
122,Resolve ticket-complete,14931.327986111111
122,Closed-complete,14946.328125
123,Assign seriousness-complete,14907.426481481481
123,Take in charge ticket-complete,14909.435578703704
123,Resolve ticket-complete,14909.437152777778
123,Closed-complete,14952.515590277777
124,Assign seriousness-complete,15348.499282407407
124,Take in charge ticket-complete,15348.499409722222
124,Resolve ticket-complete,15349.293761574074
124,Closed-complete,15379.500173611112
125,Assign seriousness-complete,14642.492511574073
125,Assign seriousness-complete,14642.50295138889
125,Take in charge ticket-complete,14643.518831018519
125,Resolve ticket-complete,14643.518935185186
125,Closed-complete,14686.493356481482
126,Assign seriousness-complete,15026.566956018518
126,Take in charge ticket-complete,15026.61420138889
126,Resolve ticket-complete,15036.518275462962
126,Closed-complete,15066.46894675926
127,Assign seriousness-complete,15378.394479166667
127,Take in charge ticket-complete,15380.353125
127,Resolve ticket-complete,15404.396620370371
127,Closed-complete,15419.396886574074
128,Assign seriousness-complete,14873.328472222222
128,Take in charge ticket-complete,14875.267442129629
128,Wait-complete,14879.298414351852
128,Take in charge ticket-complete,14881.171087962963
128,Wait-complete,14881.211747685185
128,Take in charge ticket-complete,14881.395543981482
128,Resolve ticket-complete,14881.39568287037
128,Closed-complete,14926.479351851853
129,Assign seriousness-complete,15294.364930555555
129,Take in charge ticket-complete,15295.480243055556
129,Resolve ticket-complete,15295.480659722221
129,Closed-complete,15338.36837962963
130,Assign seriousness-complete,15092.448784722223
130,Take in charge ticket-complete,15092.44914351852
130,Resolve ticket-complete,15103.530416666666
130,Closed-complete,15139.300810185185
131,Take in charge ticket-complete,15321.57349537037
131,Resolve ticket-complete,15322.352407407407
131,Closed-complete,15352.576689814814
132,Assign seriousness-complete,15442.499583333334
132,Take in charge ticket-complete,15443.504884259259
132,Resolve ticket-complete,15446.444456018518
132,Closed-complete,15480.500462962964
133,Assign seriousness-complete,15208.17119212963
133,Take in charge ticket-complete,15208.260046296296
133,Resolve ticket-complete,15208.272083333333
133,Closed-complete,15239.173796296296
134,Assign seriousness-complete,14771.304189814815
134,Take in charge ticket-complete,14771.39074074074
134,Resolve ticket-complete,14776.211296296296
134,Closed-complete,14804.305740740741
135,Assign seriousness-complete,15278.562951388889
135,Take in charge ticket-complete,15278.563078703704
135,Resolve ticket-complete,15280.48693287037
135,Closed-complete,15322.569814814815
136,Assign seriousness-complete,14950.382546296296
136,Take in charge ticket-complete,14952.388692129629
136,Wait-complete,14963.51701388889
136,Take in charge ticket-complete,14964.483518518518
136,Resolve ticket-complete,14964.521863425925
136,Closed-complete,14995.389247685185
137,Assign seriousness-complete,15037.351712962964
137,Take in charge ticket-complete,15037.353842592593
137,Wait-complete,15037.3978125
137,Take in charge ticket-complete,15044.408518518518
137,Resolve ticket-complete,15044.408657407408
137,Closed-complete,15074.325613425926
138,Assign seriousness-complete,15146.444872685186
138,Take in charge ticket-complete,15148.454282407407
138,Resolve ticket-complete,15166.195902777778
138,Closed-complete,15181.196087962962
139,Assign seriousness-complete,14894.327025462962
139,Take in charge ticket-complete,14894.415358796296
139,Resolve ticket-complete,14894.503854166667
139,Closed-complete,14940.416990740741
140,Assign seriousness-complete,15350.360914351852
140,Take in charge ticket-complete,15350.361180555556
140,Resolve ticket-complete,15350.362476851851
140,Closed-complete,15387.361631944445
141,Assign seriousness-complete,15474.402476851852
141,Take in charge ticket-complete,15474.40255787037
141,Resolve ticket-complete,15474.436550925926
141,Closed-complete,15520.403148148149
142,Assign seriousness-complete,15174.321863425926
142,Resolve ticket-complete,15182.22162037037
142,Closed-complete,15205.326875
143,Assign seriousness-complete,15000.261516203704
143,Assign seriousness-complete,15000.289606481481
143,Take in charge ticket-complete,15000.289988425926
143,Resolve ticket-complete,15001.267048611111
143,Closed-complete,15031.264421296297
144,Assign seriousness-complete,14714.176226851852
144,Take in charge ticket-complete,14726.479305555555
144,Resolve ticket-complete,14726.479375
144,Closed-complete,14756.479675925926
145,Assign seriousness-complete,14692.38480324074
145,Assign seriousness-complete,14692.38505787037
145,Take in charge ticket-complete,14692.385150462964
145,Resolve ticket-complete,14692.38519675926
145,Closed-complete,14727.30625
146,Assign seriousness-complete,15037.315694444444
146,Take in charge ticket-complete,15037.316030092592
146,Resolve ticket-complete,15041.555925925926
146,Closed-complete,15077.236516203704
147,Assign seriousness-complete,15058.594444444445
147,Take in charge ticket-complete,15058.595555555556
147,Resolve ticket-complete,15058.605405092592
147,Take in charge ticket-complete,15061.251574074075
147,Wait-complete,15064.524479166666
147,Take in charge ticket-complete,15072.409189814814
147,Resolve ticket-complete,15072.4175
147,Closed-complete,15091.514247685185
148,Take in charge ticket-complete,15289.340868055555
148,Wait-complete,15289.369733796297
148,Take in charge ticket-complete,15293.28224537037
148,Resolve ticket-complete,15293.28300925926
148,Resolve ticket-complete,15293.283020833333
148,Closed-complete,15324.257141203703
149,Assign seriousness-complete,15180.335844907408
149,Take in charge ticket-complete,15183.445185185185
149,Wait-complete,15190.283194444444
149,Resolve ticket-complete,15190.4346875
149,Closed-complete,15226.486550925925
150,Assign seriousness-complete,15301.365289351852
150,Take in charge ticket-complete,15303.549375
150,Resolve ticket-complete,15306.407152777778
150,Closed-complete,15332.368587962963
151,Assign seriousness-complete,15371.398645833333
151,Resolve ticket-complete,15371.399490740741
151,Closed-complete,15408.403078703705
152,Assign seriousness-complete,15414.477800925926
